CODCLIFOR;RAGIONESOCIALE;CODAGENTE1;AGENTE;DOCUMENTO;TIPODOCUMENTO;NUMRIFDOC;DATARIFDOC;ESERCIZIO;TIPODOC;NUMERODOC;BIS;DATADOC;INCOTERM;DESCRIZIONEPAGAMENTO;DATASCADENZA;IMPORTOSCEURO;DESTINAZIONE;IDOBJECT;EXPORTCRM
C   498;EIGENMANN E VERONELLI SPA;;NULL;DCG/2017/170;DDT Campionatura Cliente;170;2017-02-27 00:00:00.000;2017;DCG;170;;2017-02-27 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;127209;448362
C   498;EIGENMANN E VERONELLI SPA;;NULL;DCG/2017/388;DDT Campionatura Cliente;388;2017-04-14 00:00:00.000;2017;DCG;388;;2017-04-14 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;137416;454240
C   498;EIGENMANN E VERONELLI SPA;;NULL;DCG/2017/479;DDT Campionatura Cliente;479;2017-06-07 00:00:00.000;2017;DCG;479;;2017-06-07 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;145320;459905
C   498;EIGENMANN E VERONELLI SPA;;NULL;DCG/2017/497;DDT Campionatura Cliente;497;2017-06-07 00:00:00.000;2017;DCG;497;;2017-06-07 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;145339;459925
C   498;EIGENMANN E VERONELLI SPA;;NULL;DCG/2017/870;DDT Campionatura Cliente;870;2017-08-04 00:00:00.000;2017;DCG;870;;2017-08-04 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;155050;467010
C  2982;EKOLINE SRL;;NULL;DCG/2017/767;DDT Campionatura Cliente;767;2017-08-01 00:00:00.000;2017;DCG;767;;2017-08-01 00:00:00.000;FRANCO DESTINO;NULL;NULL;NULL;;154355;466493
C  2855;ELIA FOUAD SABA TRADING EST;;NULL;DCG/2016/724;DDT Campionatura Cliente;724;2016-06-23 00:00:00.000;2016;DCG;724;;2016-06-23 00:00:00.000;CIF AQABA PORT, JORDAN;30% ANTICIPATO - 70% A VISTA BL;NULL;NULL;;92681;423653
C  2855;ELIA FOUAD SABA TRADING EST;;NULL;DCG/2017/680;DDT Campionatura Cliente;680;2017-06-23 00:00:00.000;2017;DCG;680;;2017-06-23 00:00:00.000;CIF AQABA PORT, JORDAN;30% ANTICIPATO - 70% A VISTA BL;NULL;NULL;TARGET CHEMICALS 137, KING ABDULLAH II STREET, MASANNAT PLAZA BUILDING, 2ND FLOOR PO BOX 961079-AMMAN-GIORDANIA;148305;462061
C  2855;ELIA FOUAD SABA TRADING EST;;NULL;DCG/2017/892;DDT Campionatura Cliente;892;2017-08-04 00:00:00.000;2017;DCG;892;;2017-08-04 00:00:00.000;CIF AQABA PORT, JORDAN;30% ANTICIPATO - 70% A VISTA BL;NULL;NULL;Target Chemicals  137, King Abdullah II Street Masannat Plaza Building, 2nd Floor  P.O.Box 961079-Amman- GIORDANIA;155078;467034
C  2755;ELTRA CHEMICALS LTD;;NULL;DCG/2016/1103;DDT Campionatura Cliente;1103;2016-11-11 00:00:00.000;2016;DCG;1103;;2016-11-11 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;112942;437759
C  2755;ELTRA CHEMICALS LTD;;NULL;DCG/2016/1251;DDT Campionatura Cliente;1251;2016-12-14 00:00:00.000;2016;DCG;1251;;2016-12-14 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;117683;441485
C  2755;ELTRA CHEMICALS LTD;;NULL;DCG/2016/256;DDT Campionatura Cliente;256;2016-03-24 00:00:00.000;2016;DCG;256;;2016-03-24 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;0;413631
C  2755;ELTRA CHEMICALS LTD;;NULL;DCG/2016/279;DDT Campionatura Cliente;279;2016-03-24 00:00:00.000;2016;DCG;279;;2016-03-24 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;0;413661
C  2755;ELTRA CHEMICALS LTD;;NULL;DCG/2016/308;DDT Campionatura Cliente;308;2016-03-25 00:00:00.000;2016;DCG;308;;2016-03-25 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;0;413790
C  2755;ELTRA CHEMICALS LTD;;NULL;DCG/2016/343;DDT Campionatura Cliente;343;2016-03-25 00:00:00.000;2016;DCG;343;;2016-03-25 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;0;413832
C  2755;ELTRA CHEMICALS LTD;;NULL;DCG/2016/344;DDT Campionatura Cliente;344;2016-03-25 00:00:00.000;2016;DCG;344;;2016-03-25 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;0;413833
C  2755;ELTRA CHEMICALS LTD;;NULL;DCG/2016/349;DDT Campionatura Cliente;349;2016-03-25 00:00:00.000;2016;DCG;349;;2016-03-25 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;78412;413841
C  2755;ELTRA CHEMICALS LTD;;NULL;DCG/2016/359;DDT Campionatura Cliente;359;2016-03-25 00:00:00.000;2016;DCG;359;;2016-03-25 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;78423;413852
C  2755;ELTRA CHEMICALS LTD;;NULL;DCG/2016/374;DDT Campionatura Cliente;374;2016-04-13 00:00:00.000;2016;DCG;374;;2016-04-13 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;80586;415539
C  2755;ELTRA CHEMICALS LTD;;NULL;DCG/2016/515;DDT Campionatura Cliente;515;2016-05-13 00:00:00.000;2016;DCG;515;;2016-05-13 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;0;419116
C  2755;ELTRA CHEMICALS LTD;;NULL;DCG/2016/527;DDT Campionatura Cliente;527;2016-05-13 00:00:00.000;2016;DCG;527;;2016-05-13 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;85707;419129
C  2755;ELTRA CHEMICALS LTD;;NULL;DCG/2016/537;DDT Campionatura Cliente;537;2016-05-13 00:00:00.000;2016;DCG;537;;2016-05-13 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;85719;419140
C  2755;ELTRA CHEMICALS LTD;;NULL;DCG/2016/539;DDT Campionatura Cliente;539;2016-05-13 00:00:00.000;2016;DCG;539;;2016-05-13 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;85721;419142
C  2755;ELTRA CHEMICALS LTD;;NULL;DCG/2017/601;DDT Campionatura Cliente;601;2017-06-20 00:00:00.000;2017;DCG;601;;2017-06-20 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;147693;461481
C  2755;ELTRA CHEMICALS LTD;;NULL;DCG/2017/929;DDT Campionatura Cliente;929;2017-08-04 00:00:00.000;2017;DCG;929;;2017-08-04 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;155128;467083
C  1782;EMELT DI BOANO MASSIMO & C. S.A.S.;;NULL;DCG/2016/919;DDT Campionatura Cliente;919;2016-10-24 00:00:00.000;2016;DCG;919;;2016-10-24 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;;109572;435526
C  2169;EMME DUE COSMETICS SRL;;NULL;DCG/2017/283;DDT Campionatura Cliente;283;2017-03-22 00:00:00.000;2017;DCG;283;;2017-03-22 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;EMMEDUE COSMETICS VIA GABRIELE D'ANNUNZIO OZZANO MONFERRATO AL;133515;451360
C  1827;EMMEGI DETERGENTS SPA;;NULL;DCG/2016/102;DDT Campionatura Cliente;102;2016-02-22 00:00:00.000;2016;DCG;102;;2016-02-22 00:00:00.000;FRANCO DESTINO;RIC.BANC.30 GG DF FM;NULL;NULL;EMMEGI DETERGENTS SPA VIA MARCONI, 5 TRENZANO BS;73241;409931
C  1827;EMMEGI DETERGENTS SPA;;NULL;DCG/2016/1298;DDT Campionatura Cliente;1298;2016-12-19 00:00:00.000;2016;DCG;1298;;2016-12-19 00:00:00.000;FRANCO DESTINO;RIC.BANC.30 GG DF FM;NULL;NULL;EMMEGI DETERGENTS SPA VIA MARCONI, 5 TRENZANO BS;0;441940
C  1827;EMMEGI DETERGENTS SPA;;NULL;DCG/2017/781;DDT Campionatura Cliente;781;2017-08-02 00:00:00.000;2017;DCG;781;;2017-08-02 00:00:00.000;FRANCO DESTINO;RIC.BANC.30 GG DF FM;NULL;NULL;EMMEGI DETERGENTS SPA VIA MARCONI, 5 TRENZANO BS;154518;466635
C    78;ERCA SPA;;NULL;DCG/2017/204;DDT Campionatura Cliente;204;2017-02-27 00:00:00.000;2017;DCG;204;;2017-02-27 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;;127552;448396
C    78;ERCA SPA;;NULL;DCG/2017/837;DDT Campionatura Cliente;837;2017-08-03 00:00:00.000;2017;DCG;837;;2017-08-03 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;;154985;466936
C  2637;ERUCA NADEL, S.L.;;NULL;DCG/2016/1115;DDT Campionatura Cliente;1115;2016-11-11 00:00:00.000;2016;DCG;1115;;2016-11-11 00:00:00.000;EXW TRICERRO;RIM.DIR.60 GG DF;NULL;NULL;SAMECA C/OARMAZEN DA MAIA-RUA 1° DE MAIO 59-FOLGOSA ALFENA-PORTOGALLO;112958;437774
C  2637;ERUCA NADEL, S.L.;;NULL;DCG/2016/339;DDT Campionatura Cliente;339;2016-03-25 00:00:00.000;2016;DCG;339;;2016-03-25 00:00:00.000;EXW TRICERRO;RIM.DIR.60 GG DF;NULL;NULL;SAMECAProdutos Químicos, S.A. Rua Faria Guimarães, 345 PORTO-PORTOGALLO;0;413828
C  2637;ERUCA NADEL, S.L.;;NULL;DCG/2016/751;DDT Campionatura Cliente;751;2016-06-24 00:00:00.000;2016;DCG;751;;2016-06-24 00:00:00.000;EXW TRICERRO;RIM.DIR.60 GG DF;NULL;NULL;SAMECA RUA FARIA GUIMARAES 345 PORTO-PORTOGALLO;92992;423825
C  2637;ERUCA NADEL, S.L.;;NULL;DCG/2017/613;DDT Campionatura Cliente;613;2017-06-20 00:00:00.000;2017;DCG;613;;2017-06-20 00:00:00.000;EXW TRICERRO;RIM.DIR.60 GG DF;NULL;NULL;SAMECA - Produtos Químicos, S.A. Rua Faria Guimarães, 345 Porto-PORTOGALLO;147730;461500
C  2637;ERUCA NADEL, S.L.;;NULL;DCG/2017/936;DDT Campionatura Cliente;936;2017-08-04 00:00:00.000;2017;DCG;936;;2017-08-04 00:00:00.000;EXW TRICERRO;RIM.DIR.60 GG DF;NULL;NULL;SAMECA - Produtos Químicos, S.A. Rua Faria Guimarães, 345  Porto-PORTOGALLO;155135;467090
C    79;ESPERIS SPA;;NULL;DCG/2017/346;DDT Campionatura Cliente;346;2017-04-14 00:00:00.000;2017;DCG;346;;2017-04-14 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;;137360;454184
C  1939;EUROCOSMETIC SRL;;NULL;DCG/2016/1272;DDT Campionatura Cliente;1272;2016-12-15 00:00:00.000;2016;DCG;1272;;2016-12-15 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;0;441620
C  1939;EUROCOSMETIC SRL;;NULL;DCG/2016/1279;DDT Campionatura Cliente;1279;2016-12-19 00:00:00.000;2016;DCG;1279;;2016-12-19 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;118634;441919
C  1939;EUROCOSMETIC SRL;;NULL;DCG/2016/635;DDT Campionatura Cliente;635;2016-06-20 00:00:00.000;2016;DCG;635;;2016-06-20 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;91735;422986
C  1939;EUROCOSMETIC SRL;;NULL;DCG/2017/109;DDT Campionatura Cliente;109;2017-02-24 00:00:00.000;2017;DCG;109;;2017-02-24 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;126978;448174
C  1939;EUROCOSMETIC SRL;;NULL;DCG/2017/112;DDT Campionatura Cliente;112;2017-02-24 00:00:00.000;2017;DCG;112;;2017-02-24 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;127020;448188
C  1939;EUROCOSMETIC SRL;;NULL;DCG/2017/225;DDT Campionatura Cliente;225;2017-02-27 00:00:00.000;2017;DCG;225;;2017-02-27 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;127573;448420
C  1939;EUROCOSMETIC SRL;;NULL;DCG/2017/304;DDT Campionatura Cliente;304;2017-04-13 00:00:00.000;2017;DCG;304;;2017-04-13 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;137237;454012
C  1939;EUROCOSMETIC SRL;;NULL;DCG/2017/543;DDT Campionatura Cliente;543;2017-06-08 00:00:00.000;2017;DCG;543;;2017-06-08 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;145559;460114
C  1939;EUROCOSMETIC SRL;;NULL;DCG/2017/563;DDT Campionatura Cliente;563;2017-06-09 00:00:00.000;2017;DCG;563;;2017-06-09 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;145837;460306
C  1389;EURODET S.R.L.;A     6;;DCG/2017/169;DDT Campionatura Cliente;169;2017-02-27 00:00:00.000;2017;DCG;169;;2017-02-27 00:00:00.000;EXW TRICERRO;ALLA CONSEGNA;NULL;NULL;;127208;448361
C  1071;EUROP-LABO;A    16;ZSCHIMMER & SCHWARZ - FRANCE;DCG/2017/910;DDT Campionatura Cliente;910;2017-08-04 00:00:00.000;2017;DCG;910;;2017-08-04 00:00:00.000;DAP LA WANTZENAU;RIM.DIR.30 GG DF FM;NULL;NULL;;155097;467052
C  2123;EYREIN-INDUSTRIE;A    16;ZSCHIMMER & SCHWARZ - FRANCE;DCG/2016/233;DDT Campionatura Cliente;233;2016-03-23 00:00:00.000;2016;DCG;233;;2016-03-23 00:00:00.000;DAP EYREIN;RIM.DIR.30 GG DF FM;NULL;NULL;;78027;413510
C  2123;EYREIN-INDUSTRIE;A    16;ZSCHIMMER & SCHWARZ - FRANCE;DCG/2016/506;DDT Campionatura Cliente;506;2016-05-13 00:00:00.000;2016;DCG;506;;2016-05-13 00:00:00.000;DAP EYREIN;RIM.DIR.30 GG DF FM;NULL;NULL;;85682;419104
C   321;FAIPA COSMETICS SRL;A    30;COSMETIC & SOLUTIONS di SERAFINI SABRINA;DCG/2017/952;DDT Campionatura Cliente;952;2017-08-22 00:00:00.000;2017;DCG;952;;2017-08-22 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;;155775;467496
C   290;FAIRNESS S.R.L.;;NULL;DCG/2016/192;DDT Campionatura Cliente;192;2016-03-17 00:00:00.000;2016;DCG;192;;2016-03-17 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;77302;412922
C   290;FAIRNESS S.R.L.;;NULL;DCG/2016/405;DDT Campionatura Cliente;405;2016-04-18 00:00:00.000;2016;DCG;405;;2016-04-18 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;82004;416099
C   290;FAIRNESS S.R.L.;;NULL;DCG/2016/64;DDT Campionatura Cliente;64;2016-02-17 00:00:00.000;2016;DCG;64;;2016-02-17 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;72332;409348
C   290;FAIRNESS S.R.L.;;NULL;DCG/2017/229;DDT Campionatura Cliente;229;2017-02-27 00:00:00.000;2017;DCG;229;;2017-02-27 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;127577;448424
C   102;FANGUCCI SRL;A    30;COSMETIC & SOLUTIONS di SERAFINI SABRINA;DCG/2017/973;DDT Campionatura Cliente;973;2017-08-29 00:00:00.000;2017;DCG;973;;2017-08-29 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;;156273;468000
C  2311;FARMACEUTICI DOTTOR CICCARELLI SPA;;NULL;DCG/2016/1288;DDT Campionatura Cliente;1288;2016-12-19 00:00:00.000;2016;DCG;1288;;2016-12-19 00:00:00.000;FRANCO DESTINO;RIM.DIR.60 GG DF FM;NULL;NULL;;118643;441928
C  2311;FARMACEUTICI DOTTOR CICCARELLI SPA;;NULL;DCG/2016/855;DDT Campionatura Cliente;855;2016-09-01 00:00:00.000;2016;DCG;855;;2016-09-01 00:00:00.000;FRANCO DESTINO;RIM.DIR.60 GG DF FM;NULL;NULL;;101904;429762
C  2311;FARMACEUTICI DOTTOR CICCARELLI SPA;;NULL;DCG/2017/150;DDT Campionatura Cliente;150;2017-02-24 00:00:00.000;2017;DCG;150;;2017-02-24 00:00:00.000;FRANCO DESTINO;RIM.DIR.60 GG DF FM;NULL;NULL;;127074;448238
C  2311;FARMACEUTICI DOTTOR CICCARELLI SPA;;NULL;DCG/2017/202;DDT Campionatura Cliente;202;2017-02-27 00:00:00.000;2017;DCG;202;;2017-02-27 00:00:00.000;FRANCO DESTINO;RIM.DIR.60 GG DF FM;NULL;NULL;;127550;448394
C  2311;FARMACEUTICI DOTTOR CICCARELLI SPA;;NULL;DCG/2017/232;DDT Campionatura Cliente;232;2017-02-27 00:00:00.000;2017;DCG;232;;2017-02-27 00:00:00.000;FRANCO DESTINO;RIM.DIR.60 GG DF FM;NULL;NULL;;127580;448428
C  2311;FARMACEUTICI DOTTOR CICCARELLI SPA;;NULL;DCG/2017/321;DDT Campionatura Cliente;321;2017-04-13 00:00:00.000;2017;DCG;321;;2017-04-13 00:00:00.000;FRANCO DESTINO;RIM.DIR.60 GG DF FM;NULL;NULL;;137212;454034
C  2311;FARMACEUTICI DOTTOR CICCARELLI SPA;;NULL;DCG/2017/848;DDT Campionatura Cliente;848;2017-08-03 00:00:00.000;2017;DCG;848;;2017-08-03 00:00:00.000;FRANCO DESTINO;RIM.DIR.60 GG DF FM;NULL;NULL;;155001;466952
C  2919;FARMACIA LAPI;;NULL;DCG/2017/128;DDT Campionatura Cliente;128;2017-02-24 00:00:00.000;2017;DCG;128;;2017-02-24 00:00:00.000;NULL;NULL;NULL;NULL;;127044;448213
C  1947;FARMAGAN  S.P.A.;;NULL;DCG/2016/152;DDT Campionatura Cliente;152;2016-03-16 00:00:00.000;2016;DCG;152;;2016-03-16 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;;NULL;412617
C  1438;FARMEN INT. COSMETICS DISTRIBUTION SPA;;NULL;DCG/2016/107;DDT Campionatura Cliente;107;2016-02-22 00:00:00.000;2016;DCG;107;;2016-02-22 00:00:00.000;FRANCO DESTINO;RIC.BANC.120 GG DF FM AL 10;NULL;NULL;;73248;409938
C  1438;FARMEN INT. COSMETICS DISTRIBUTION SPA;;NULL;DCG/2016/668;DDT Campionatura Cliente;668;2016-06-20 00:00:00.000;2016;DCG;668;;2016-06-20 00:00:00.000;FRANCO DESTINO;RIC.BANC.120 GG DF FM AL 10;NULL;NULL;;91774;423025
C  1438;FARMEN INT. COSMETICS DISTRIBUTION SPA;;NULL;DCG/2017/482;DDT Campionatura Cliente;482;2017-06-07 00:00:00.000;2017;DCG;482;;2017-06-07 00:00:00.000;FRANCO DESTINO;RIC.BANC.120 GG DF FM AL 10;NULL;NULL;FARMEN INTERNATIONAL COSMETICS SPA VIA LEINI' 148/M SETTIMO TORINESE TO;145323;459908
C  1438;FARMEN INT. COSMETICS DISTRIBUTION SPA;;NULL;DCG/2017/761;DDT Campionatura Cliente;761;2017-07-20 00:00:00.000;2017;DCG;761;;2017-07-20 00:00:00.000;FRANCO DESTINO;RIC.BANC.120 GG DF FM AL 10;NULL;NULL;FARMEN INTERNATIONAL COSMETICS SPA VIA LEINI' 148/M SETTIMO TORINESE TO;152553;465088
C  1438;FARMEN INT. COSMETICS DISTRIBUTION SPA;;NULL;DCG/2017/857;DDT Campionatura Cliente;857;2017-08-04 00:00:00.000;2017;DCG;857;;2017-08-04 00:00:00.000;FRANCO DESTINO;RIC.BANC.120 GG DF FM AL 10;NULL;NULL;FARMEN INTERNATIONAL COSMETICS SPA VIA LEINI' 148/M SETTIMO TORINESE TO;155028;466996
C  2975;FENICE SPA;;NULL;DCG/2017/816;DDT Campionatura Cliente;816;2017-08-03 00:00:00.000;2017;DCG;816;;2017-08-03 00:00:00.000;FRANCO DESTINO;NULL;NULL;NULL;;154962;466914
C  2952;FOUNDRY ALFE-CHEM;;NULL;DCG/2017/423;DDT Campionatura Cliente;423;2017-06-06 00:00:00.000;2017;DCG;423;;2017-06-06 00:00:00.000;NULL;NULL;NULL;NULL;;145074;459723
C  2899;FRESCURA & C. SAS;;NULL;DCG/2016/1269;DDT Campionatura Cliente;1269;2016-12-15 00:00:00.000;2016;DCG;1269;;2016-12-15 00:00:00.000;NULL;NULL;NULL;NULL;;0;441613
C  2899;FRESCURA & C. SAS;;NULL;DCG/2017/219;DDT Campionatura Cliente;219;2017-02-27 00:00:00.000;2017;DCG;219;;2017-02-27 00:00:00.000;NULL;NULL;NULL;NULL;;127567;448412
C  2827;GALACTIC SA;;NULL;DCG/2016/1274;DDT Campionatura Cliente;1274;2016-12-16 00:00:00.000;2016;DCG;1274;;2016-12-16 00:00:00.000;DAP ESCANAFFLES;RIM.DIR.60 GG DF;NULL;NULL;;117991;441655
C  2827;GALACTIC SA;;NULL;DCG/2016/705;DDT Campionatura Cliente;705;2016-06-23 00:00:00.000;2016;DCG;705;;2016-06-23 00:00:00.000;DAP ESCANAFFLES;RIM.DIR.60 GG DF;NULL;NULL;;92659;423631
C  2088;GALVANO FINISH SRL;;NULL;DCG/2016/29;DDT Campionatura Cliente;29;2016-02-17 00:00:00.000;2016;DCG;29;;2016-02-17 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;;0;409301
C   477;GAMMA CHIMICA SPA;;NULL;DCG/2016/1300;DDT Campionatura Cliente;1300;2016-12-19 00:00:00.000;2016;DCG;1300;;2016-12-19 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;0;441942
C   477;GAMMA CHIMICA SPA;;NULL;DCG/2016/480;DDT Campionatura Cliente;480;2016-05-11 00:00:00.000;2016;DCG;480;;2016-05-11 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;85343;418659
C   477;GAMMA CHIMICA SPA;;NULL;DCG/2016/499;DDT Campionatura Cliente;499;2016-05-13 00:00:00.000;2016;DCG;499;;2016-05-13 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;GAMMA CHIMICA C/O A.T. SERVICE SRL VIA MADONNA DEI CAMPI CASTEL NOVETTO PV;0;418980
C   477;GAMMA CHIMICA SPA;;NULL;DCG/2016/891;DDT Campionatura Cliente;891;2016-10-07 00:00:00.000;2016;DCG;891;;2016-10-07 00:00:00.000;EXW TRICERRO;RIM.DIR.90 GG DF FM;NULL;NULL;;0;433838
C   477;GAMMA CHIMICA SPA;;NULL;DCG/2016/924;DDT Campionatura Cliente;924;2016-10-24 00:00:00.000;2016;DCG;924;;2016-10-24 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;109578;435531
C   477;GAMMA CHIMICA SPA;;NULL;DCG/2017/193;DDT Campionatura Cliente;193;2017-02-27 00:00:00.000;2017;DCG;193;;2017-02-27 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;127639;448385
C   477;GAMMA CHIMICA SPA;;NULL;DCG/2017/386;DDT Campionatura Cliente;386;2017-04-14 00:00:00.000;2017;DCG;386;;2017-04-14 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;GAMMA CHIMICA C/O A.T. SERVICE SRL VIA MADONNA DEI CAMPI CASTEL NOVETTO PV;137412;454236
C  2956;GEARCHEM SRL;;NULL;DCG/2017/428;DDT Campionatura Cliente;428;2017-06-06 00:00:00.000;2017;DCG;428;;2017-06-06 00:00:00.000;NULL;NULL;NULL;NULL;;145079;459728
C  2956;GEARCHEM SRL;;NULL;DCG/2017/849;DDT Campionatura Cliente;849;2017-08-03 00:00:00.000;2017;DCG;849;;2017-08-03 00:00:00.000;NULL;NULL;NULL;NULL;;155002;466953
C  2956;GEARCHEM SRL;;NULL;DCG/2017/853;DDT Campionatura Cliente;853;2017-08-03 00:00:00.000;2017;DCG;853;;2017-08-03 00:00:00.000;NULL;NULL;NULL;NULL;;155006;466958
C   267;GFL SPA A SOCIO UNICO SOC. SOGGETTA A DIREZIONE;;NULL;DCG/2016/1303;DDT Campionatura Cliente;1303;2016-12-19 00:00:00.000;2016;DCG;1303;;2016-12-19 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;GFL SPA a socio unico VIA DEL BENESSERE, 4 SIZIANO PV;118677;441953
C   267;GFL SPA A SOCIO UNICO SOC. SOGGETTA A DIREZIONE;;NULL;DCG/2016/163;DDT Campionatura Cliente;163;2016-03-16 00:00:00.000;2016;DCG;163;;2016-03-16 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;GFL SPA a socio unico VIA DEL BENESSERE, 4 SIZIANO PV;77024;412630
C   267;GFL SPA A SOCIO UNICO SOC. SOGGETTA A DIREZIONE;;NULL;DCG/2016/647;DDT Campionatura Cliente;647;2016-06-20 00:00:00.000;2016;DCG;647;;2016-06-20 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;GFL SPA a socio unico VIA DEL BENESSERE, 4 SIZIANO PV;91751;423002
C   267;GFL SPA A SOCIO UNICO SOC. SOGGETTA A DIREZIONE;;NULL;DCG/2016/820;DDT Campionatura Cliente;820;2016-08-30 00:00:00.000;2016;DCG;820;;2016-08-30 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;GFL SPA a socio unico VIA DEL BENESSERE, 4 SIZIANO PV;101564;429456
C   267;GFL SPA A SOCIO UNICO SOC. SOGGETTA A DIREZIONE;;NULL;DCG/2016/843;DDT Campionatura Cliente;843;2016-09-01 00:00:00.000;2016;DCG;843;;2016-09-01 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;GFL SPA a socio unico VIA DEL BENESSERE, 4 SIZIANO PV;101885;429743
C   267;GFL SPA A SOCIO UNICO SOC. SOGGETTA A DIREZIONE;;NULL;DCG/2016/853;DDT Campionatura Cliente;853;2016-09-01 00:00:00.000;2016;DCG;853;;2016-09-01 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;GFL SPA a socio unico VIA DEL BENESSERE, 4 SIZIANO PV;101901;429759
C   267;GFL SPA A SOCIO UNICO SOC. SOGGETTA A DIREZIONE;;NULL;DCG/2017/121;DDT Campionatura Cliente;121;2017-02-24 00:00:00.000;2017;DCG;121;;2017-02-24 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;GFL SPA a socio unico VIA DEL BENESSERE, 4 SIZIANO PV;127037;448205
C   267;GFL SPA A SOCIO UNICO SOC. SOGGETTA A DIREZIONE;;NULL;DCG/2017/122;DDT Campionatura Cliente;122;2017-02-24 00:00:00.000;2017;DCG;122;;2017-02-24 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;GFL SPA a socio unico VIA DEL BENESSERE, 4 SIZIANO PV;127038;448206
