CODCLIFOR;RAGIONESOCIALE;CODAGENTE1;AGENTE;DOCUMENTO;TIPODOCUMENTO;NUMRIFDOC;DATARIFDOC;ESERCIZIO;TIPODOC;NUMERODOC;BIS;DATADOC;INCOTERM;DESCRIZIONEPAGAMENTO;DATASCADENZA;IMPORTOSCEURO;DESTINAZIONE;IDOBJECT;EXPORTCRM
C  1531;DISTRIBUCIONES INDUSTRIALES VARIADAS, S.A.;;NULL;OCG/2017/808;ORDINE CAMPION. GRATUITA;E-MAIL;2017-06-27 00:00:00.000;2017;OCG;808;;2017-07-03 00:00:00.000;CIF PUERTO BARRIOS;90 GG DATA B/L;NULL;NULL;;149557;463015
C  1531;DISTRIBUCIONES INDUSTRIALES VARIADAS, S.A.;;NULL;OCG/2017/903;ORDINE CAMPION. GRATUITA;E-MAIL;2017-07-25 00:00:00.000;2017;OCG;903;;2017-07-25 00:00:00.000;CIF PUERTO BARRIOS;90 GG DATA B/L;NULL;NULL;;153201;465641
C  2297;DISTRIBUCIONES INDUSTRIALES VARIADAS, S.R.L. (DIVSA);;NULL;OCG/2016/1241;ORDINE CAMPION. GRATUITA;E-MAIL;2016-11-17 00:00:00.000;2016;OCG;1241;;2016-11-17 00:00:00.000;CIF CAUCEDO PORT;90 GG DATA B/L;NULL;NULL;;113766;438337
C  2297;DISTRIBUCIONES INDUSTRIALES VARIADAS, S.R.L. (DIVSA);;NULL;OCG/2016/856;ORDINE CAMPION. GRATUITA;E-MAIL;2016-07-11 00:00:00.000;2016;OCG;856;;2016-07-22 00:00:00.000;CIF CAUCEDO PORT;90 GG DATA B/L;NULL;NULL;;98072;427148
C  2297;DISTRIBUCIONES INDUSTRIALES VARIADAS, S.R.L. (DIVSA);;NULL;OCG/2016/926;ORDINE CAMPION. GRATUITA;E-MAIL;2016-08-19 00:00:00.000;2016;OCG;926;;2016-08-30 00:00:00.000;CIF CAUCEDO PORT;90 GG DATA B/L;NULL;NULL;;101451;429370
C  2297;DISTRIBUCIONES INDUSTRIALES VARIADAS, S.R.L. (DIVSA);;NULL;OCG/2017/1041;ORDINE CAMPION. GRATUITA;E-MAIL;2017-09-15 00:00:00.000;2017;OCG;1041;;2017-09-18 00:00:00.000;CIF CAUCEDO PORT;90 GG DATA B/L;NULL;NULL;;158867;470156
C  2297;DISTRIBUCIONES INDUSTRIALES VARIADAS, S.R.L. (DIVSA);;NULL;OCG/2017/174;ORDINE CAMPION. GRATUITA;E-MAIL;2017-02-13 00:00:00.000;2017;OCG;174;;2017-02-13 00:00:00.000;CIF CAUCEDO PORT;90 GG DATA B/L;NULL;NULL;;124899;446767
C  2297;DISTRIBUCIONES INDUSTRIALES VARIADAS, S.R.L. (DIVSA);;NULL;OCG/2017/215;ORDINE CAMPION. GRATUITA;E-MAIL;2017-02-22 00:00:00.000;2017;OCG;215;;2017-02-22 00:00:00.000;CIF CAUCEDO PORT;90 GG DATA B/L;NULL;NULL;;126509;447661
C  2494;DIVERSEY EUROPE OPERATIONS BV;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;OCG/2016/246;ORDINE CAMPION. GRATUITA;E-MAIL;2016-02-24 00:00:00.000;2016;OCG;246;;2016-02-24 00:00:00.000;DAP VALDEMORO;RIM.DIR.90 GG DF;NULL;NULL;;73467;410158
C  2494;DIVERSEY EUROPE OPERATIONS BV;A    61;ZSCHIMMER & SCHWARZ SPAGNA S.A.;OCG/2017/904;ORDINE CAMPION. GRATUITA;E-MAIL;2017-07-25 00:00:00.000;2017;OCG;904;;2017-07-25 00:00:00.000;DAP VALDEMORO;RIM.DIR.120 GG DF;NULL;NULL;;153322;465660
C  1493;DOMUS CHEMICALS SPA;;NULL;OCG/2016/1068;ORDINE CAMPION. GRATUITA;1068;2016-10-04 00:00:00.000;2016;OCG;1068;;2016-10-04 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;;0;433304
C  1493;DOMUS CHEMICALS SPA;;NULL;OCG/2016/841;ORDINE CAMPION. GRATUITA;E-MAIL;2016-07-21 00:00:00.000;2016;OCG;841;;2016-07-21 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;;97077;426896
C  1656;DOTT.SSA D'ADDARIO CARMELA;;NULL;OCG/2016/1052;ORDINE CAMPION. GRATUITA;E-MAIL;2016-09-29 00:00:00.000;2016;OCG;1052;;2016-09-29 00:00:00.000;NULL;NULL;NULL;NULL;;106266;432928
C  1656;DOTT.SSA D'ADDARIO CARMELA;;NULL;OCG/2016/1123;ORDINE CAMPION. GRATUITA;E-MAIL;2016-10-14 00:00:00.000;2016;OCG;1123;;2016-10-14 00:00:00.000;NULL;NULL;NULL;NULL;;108388;434565
C  1656;DOTT.SSA D'ADDARIO CARMELA;;NULL;OCG/2016/208;ORDINE CAMPION. GRATUITA;E-MAIL;2016-02-16 00:00:00.000;2016;OCG;208;;2016-02-17 00:00:00.000;NULL;NULL;NULL;NULL;;72217;409237
C  1656;DOTT.SSA D'ADDARIO CARMELA;;NULL;OCG/2016/781;ORDINE CAMPION. GRATUITA;E-MAIL;2016-07-01 00:00:00.000;2016;OCG;781;;2016-07-01 00:00:00.000;NULL;NULL;NULL;NULL;;93896;424701
C   498;EIGENMANN E VERONELLI SPA;;NULL;OCG/2016/1009;ORDINE CAMPION. GRATUITA;116001291;2016-09-19 00:00:00.000;2016;OCG;1009;;2016-09-19 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;104652;431687
C   498;EIGENMANN E VERONELLI SPA;;NULL;OCG/2016/1194;ORDINE CAMPION. GRATUITA;116001511;2016-11-04 00:00:00.000;2016;OCG;1194;;2016-11-07 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;111850;436958
C   498;EIGENMANN E VERONELLI SPA;;NULL;OCG/2016/1285;ORDINE CAMPION. GRATUITA;116001620;2016-11-23 00:00:00.000;2016;OCG;1285;;2016-11-25 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;114967;439400
C   498;EIGENMANN E VERONELLI SPA;;NULL;OCG/2016/292;ORDINE CAMPION. GRATUITA;116000331;2016-03-04 00:00:00.000;2016;OCG;292;;2016-03-04 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;75308;411374
C   498;EIGENMANN E VERONELLI SPA;;NULL;OCG/2016/476;ORDINE CAMPION. GRATUITA;476;2016-04-21 00:00:00.000;2016;OCG;476;;2016-04-21 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;82584;416626
C   498;EIGENMANN E VERONELLI SPA;;NULL;OCG/2016/553;ORDINE CAMPION. GRATUITA;E-MAIL;2016-05-09 00:00:00.000;2016;OCG;553;;2016-05-09 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;85028;418416
C   498;EIGENMANN E VERONELLI SPA;;NULL;OCG/2017/242;ORDINE CAMPION. GRATUITA;242;2017-03-03 00:00:00.000;2017;OCG;242;;2017-03-03 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;128149;449102
C   498;EIGENMANN E VERONELLI SPA;;NULL;OCG/2017/34;ORDINE CAMPION. GRATUITA;34;2017-01-16 00:00:00.000;2017;OCG;34;;2017-01-16 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;120412;443357
C   498;EIGENMANN E VERONELLI SPA;;NULL;OCG/2017/365;ORDINE CAMPION. GRATUITA;365;2017-03-31 00:00:00.000;2017;OCG;365;;2017-03-31 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;134124;452485
C   498;EIGENMANN E VERONELLI SPA;;NULL;OCG/2017/449;ORDINE CAMPION. GRATUITA;117000608;2017-04-19 00:00:00.000;2017;OCG;449;;2017-04-19 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;137839;454441
C   498;EIGENMANN E VERONELLI SPA;;NULL;OCG/2017/543;ORDINE CAMPION. GRATUITA;543;2017-05-09 00:00:00.000;2017;OCG;543;;2017-05-09 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;140206;456423
C   498;EIGENMANN E VERONELLI SPA;;NULL;OCG/2017/768;ORDINE CAMPION. GRATUITA;117000943;2017-06-22 00:00:00.000;2017;OCG;768;;2017-06-22 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;148115;461933
C  2982;EKOLINE SRL;;NULL;OCG/2017/917;ORDINE CAMPION. GRATUITA;J.M. CRM;2017-07-27 00:00:00.000;2017;OCG;917;;2017-07-27 00:00:00.000;FRANCO DESTINO;NULL;NULL;NULL;;153723;466071
C  2855;ELIA FOUAD SABA TRADING EST;;NULL;OCG/2016/646;ORDINE CAMPION. GRATUITA;EMAIL;2016-05-19 00:00:00.000;2016;OCG;646;;2016-05-31 00:00:00.000;CIF AQABA PORT, JORDAN;30% ANTICIPATO - 70% A VISTA BL;NULL;NULL;;88824;421010
C  2855;ELIA FOUAD SABA TRADING EST;;NULL;OCG/2017/539;ORDINE CAMPION. GRATUITA;E-MAIL;2017-04-11 00:00:00.000;2017;OCG;539;;2017-05-08 00:00:00.000;CIF AQABA PORT, JORDAN;30% ANTICIPATO - 70% A VISTA BL;NULL;NULL;TARGET CHEMICALS 137, KING ABDULLAH II STREET, MASANNAT PLAZA BUILDING, 2ND FLOOR PO BOX 961079-AMMAN-GIORDANIA;140091;456366
C  2855;ELIA FOUAD SABA TRADING EST;;NULL;OCG/2017/897;ORDINE CAMPION. GRATUITA;E-MAIL;2017-07-21 00:00:00.000;2017;OCG;897;;2017-07-21 00:00:00.000;CIF AQABA PORT, JORDAN;30% ANTICIPATO - 70% A VISTA BL;NULL;NULL;Target Chemicals  137, King Abdullah II Street Masannat Plaza Building, 2nd Floor  P.O.Box 961079-Amman- GIORDANIA;152921;465465
C  2755;ELTRA CHEMICALS LTD;;NULL;OCG/2016/115;ORDINE CAMPION. GRATUITA;E-MAIL;2016-01-21 00:00:00.000;2016;OCG;115;;2016-01-29 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;68917;407212
C  2755;ELTRA CHEMICALS LTD;;NULL;OCG/2016/1251;ORDINE CAMPION. GRATUITA;E-MAIL;2016-11-18 00:00:00.000;2016;OCG;1251;;2016-11-18 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;114027;438654
C  2755;ELTRA CHEMICALS LTD;;NULL;OCG/2016/232;ORDINE CAMPION. GRATUITA;232;2016-02-23 00:00:00.000;2016;OCG;232;;2016-02-23 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;73324;409997
C  2755;ELTRA CHEMICALS LTD;;NULL;OCG/2016/288;ORDINE CAMPION. GRATUITA;e-mail;2016-03-02 00:00:00.000;2016;OCG;288;;2016-03-04 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;75178;411270
C  2755;ELTRA CHEMICALS LTD;;NULL;OCG/2016/33;ORDINE CAMPION. GRATUITA;33;2016-01-11 00:00:00.000;2016;OCG;33;;2016-01-11 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;66919;404938
C  2755;ELTRA CHEMICALS LTD;;NULL;OCG/2016/333;ORDINE CAMPION. GRATUITA;e-mail;2016-03-14 00:00:00.000;2016;OCG;333;;2016-03-14 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;76546;412320
C  2755;ELTRA CHEMICALS LTD;;NULL;OCG/2016/431;ORDINE CAMPION. GRATUITA;E-MAIL;2016-04-07 00:00:00.000;2016;OCG;431;;2016-04-08 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;79935;415104
C  2755;ELTRA CHEMICALS LTD;;NULL;OCG/2016/486;ORDINE CAMPION. GRATUITA;486;2016-04-22 00:00:00.000;2016;OCG;486;;2016-04-22 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;82702;416710
C  2755;ELTRA CHEMICALS LTD;;NULL;OCG/2016/522;ORDINE CAMPION. GRATUITA;e-mail;2016-05-02 00:00:00.000;2016;OCG;522;;2016-05-02 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;83734;417409
C  2755;ELTRA CHEMICALS LTD;;NULL;OCG/2016/55;ORDINE CAMPION. GRATUITA;e-mail;2016-01-17 00:00:00.000;2016;OCG;55;;2016-01-18 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;67467;405608
C  2755;ELTRA CHEMICALS LTD;;NULL;OCG/2016/56;ORDINE CAMPION. GRATUITA;e-mail;2016-01-18 00:00:00.000;2016;OCG;56;;2016-01-18 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;67472;405614
C  2755;ELTRA CHEMICALS LTD;;NULL;OCG/2016/73;ORDINE CAMPION. GRATUITA;e-mail;2016-01-19 00:00:00.000;2016;OCG;73;;2016-01-20 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;67770;406032
C  2755;ELTRA CHEMICALS LTD;;NULL;OCG/2016/976;ORDINE CAMPION. GRATUITA;E-MAIL;2016-09-12 00:00:00.000;2016;OCG;976;;2016-09-12 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;103552;430850
C  2755;ELTRA CHEMICALS LTD;;NULL;OCG/2017/267;ORDINE CAMPION. GRATUITA;E-MAIL;2017-02-23 00:00:00.000;2017;OCG;267;;2017-03-13 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;129589;450081
C  2755;ELTRA CHEMICALS LTD;;NULL;OCG/2017/726;ORDINE CAMPION. GRATUITA;e-mail;2017-06-13 00:00:00.000;2017;OCG;726;;2017-06-15 00:00:00.000;NULL;VISTA FATTURA;NULL;NULL;;146807;460951
C  1782;EMELT DI BOANO MASSIMO & C. S.A.S.;;NULL;OCG/2016/1108;ORDINE CAMPION. GRATUITA;1108;2016-10-12 00:00:00.000;2016;OCG;1108;;2016-10-12 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;;108054;434181
C  2169;EMME DUE COSMETICS SRL;;NULL;OCG/2017/287;ORDINE CAMPION. GRATUITA;287;2017-03-17 00:00:00.000;2017;OCG;287;;2017-03-17 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;EMMEDUE COSMETICS VIA GABRIELE D'ANNUNZIO OZZANO MONFERRATO AL;130983;450824
C  1827;EMMEGI DETERGENTS SPA;;NULL;OCG/2016/1248;ORDINE CAMPION. GRATUITA;1248;2016-11-18 00:00:00.000;2016;OCG;1248;;2016-11-18 00:00:00.000;FRANCO DESTINO;RIC.BANC.30 GG DF FM;NULL;NULL;EMMEGI DETERGENTS SPA VIA MARCONI, 5 TRENZANO BS;114006;438638
C  1827;EMMEGI DETERGENTS SPA;;NULL;OCG/2016/140;ORDINE CAMPION. GRATUITA;140;2016-02-04 00:00:00.000;2016;OCG;140;;2016-02-04 00:00:00.000;FRANCO DESTINO;RIC.BANC.30 GG DF FM;NULL;NULL;EMMEGI DETERGENTS SPA VIA MARCONI, 5 TRENZANO BS;70280;407826
C  1827;EMMEGI DETERGENTS SPA;;NULL;OCG/2017/922;ORDINE CAMPION. GRATUITA;922;2017-07-31 00:00:00.000;2017;OCG;922;;2017-07-31 00:00:00.000;FRANCO DESTINO;RIC.BANC.30 GG DF FM;NULL;NULL;EMMEGI DETERGENTS SPA VIA MARCONI, 5 TRENZANO BS;153906;466243
C    78;ERCA SPA;;NULL;OCG/2017/58;ORDINE CAMPION. GRATUITA;E-MAIL;2017-01-20 00:00:00.000;2017;OCG;58;;2017-01-20 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;;121407;444130
C    78;ERCA SPA;;NULL;OCG/2017/793;ORDINE CAMPION. GRATUITA;E-MAIL;2017-06-28 00:00:00.000;2017;OCG;793;;2017-06-28 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;;149081;462481
C  2637;ERUCA NADEL, S.L.;;NULL;OCG/2016/134;ORDINE CAMPION. GRATUITA;E-MAIL;2016-02-03 00:00:00.000;2016;OCG;134;;2016-02-03 00:00:00.000;EXW TRICERRO;RIM.DIR.60 GG DF;NULL;NULL;SAMECAProdutos Químicos, S.A. Rua Faria Guimarães, 345 PORTO-PORTOGALLO;69666;407698
C  2637;ERUCA NADEL, S.L.;;NULL;OCG/2016/552;ORDINE CAMPION. GRATUITA;E-MAIL;2016-05-02 00:00:00.000;2016;OCG;552;;2016-05-09 00:00:00.000;EXW TRICERRO;RIM.DIR.60 GG DF;NULL;NULL;SAMECA PRODUCTOS QUIMICOS SA RUA FARIA GUIMARAES 345 PORTO-PORTOGALLO;84971;418395
C  2637;ERUCA NADEL, S.L.;;NULL;OCG/2016/583;ORDINE CAMPION. GRATUITA;E-MAIL;2016-05-17 00:00:00.000;2016;OCG;583;;2016-05-18 00:00:00.000;EXW TRICERRO;RIM.DIR.60 GG DF;NULL;NULL;SAMECA RUA FARIA GUIMARAES 345 PORTO-PORTOGALLO;86815;419557
C  2637;ERUCA NADEL, S.L.;;NULL;OCG/2016/914;ORDINE CAMPION. GRATUITA;E-MAIL;2016-08-05 00:00:00.000;2016;OCG;914;;2016-08-26 00:00:00.000;EXW TRICERRO;RIM.DIR.60 GG DF;NULL;NULL;SAMECA C/OARMAZEN DA MAIA-RUA 1° DE MAIO 59-FOLGOSA ALFENA-PORTOGALLO;101241;429111
C  2637;ERUCA NADEL, S.L.;;NULL;OCG/2017/244;ORDINE CAMPION. GRATUITA;E-MAIL;2017-03-03 00:00:00.000;2017;OCG;244;;2017-03-06 00:00:00.000;EXW TRICERRO;RIM.DIR.60 GG DF;NULL;NULL;SAMECA - Produtos Químicos, S.A. Rua Faria Guimarães, 345  Porto-PORTOGALLO;128247;449169
C  2637;ERUCA NADEL, S.L.;;NULL;OCG/2017/701;ORDINE CAMPION. GRATUITA;E-MAIL;2017-06-09 00:00:00.000;2017;OCG;701;;2017-06-12 00:00:00.000;EXW TRICERRO;RIM.DIR.60 GG DF;NULL;NULL;SAMECA - Produtos Químicos, S.A. Rua Faria Guimarães, 345 Porto-PORTOGALLO;145885;460366
C    79;ESPERIS SPA;;NULL;OCG/2017/319;ORDINE CAMPION. GRATUITA;319;2017-03-22 00:00:00.000;2017;OCG;319;;2017-03-22 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;;131557;451304
C  1939;EUROCOSMETIC SRL;;NULL;OCG/2016/1325;ORDINE CAMPION. GRATUITA;1325;2016-12-05 00:00:00.000;2016;OCG;1325;;2016-12-05 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;116334;440348
C  1939;EUROCOSMETIC SRL;;NULL;OCG/2016/1363;ORDINE CAMPION. GRATUITA;1363;2016-12-16 00:00:00.000;2016;OCG;1363;;2016-12-16 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;118104;441738
C  1939;EUROCOSMETIC SRL;;NULL;OCG/2016/710;ORDINE CAMPION. GRATUITA;710;2016-06-17 00:00:00.000;2016;OCG;710;;2016-06-17 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;91343;422814
C  1939;EUROCOSMETIC SRL;;NULL;OCG/2017/1032;ORDINE CAMPION. GRATUITA;1032;2017-09-15 00:00:00.000;2017;OCG;1032;;2017-09-15 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;158728;470051
C  1939;EUROCOSMETIC SRL;;NULL;OCG/2017/109;ORDINE CAMPION. GRATUITA;109;2017-01-31 00:00:00.000;2017;OCG;109;;2017-01-31 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;122943;445191
C  1939;EUROCOSMETIC SRL;;NULL;OCG/2017/219;ORDINE CAMPION. GRATUITA;219;2017-02-23 00:00:00.000;2017;OCG;219;;2017-02-23 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;126723;447951
C  1939;EUROCOSMETIC SRL;;NULL;OCG/2017/225;ORDINE CAMPION. GRATUITA;225;2017-02-27 00:00:00.000;2017;OCG;225;;2017-02-27 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;127186;448338
C  1939;EUROCOSMETIC SRL;;NULL;OCG/2017/31;ORDINE CAMPION. GRATUITA;31;2017-01-16 00:00:00.000;2017;OCG;31;;2017-01-16 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;120359;443306
C  1939;EUROCOSMETIC SRL;;NULL;OCG/2017/376;ORDINE CAMPION. GRATUITA;376;2017-04-04 00:00:00.000;2017;OCG;376;;2017-04-04 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;135178;452844
C  1939;EUROCOSMETIC SRL;;NULL;OCG/2017/426;ORDINE CAMPION. GRATUITA;E-MAIL;2017-04-12 00:00:00.000;2017;OCG;426;;2017-04-13 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;137061;454025
C  1939;EUROCOSMETIC SRL;;NULL;OCG/2017/488;ORDINE CAMPION. GRATUITA;488;2017-04-28 00:00:00.000;2017;OCG;488;;2017-04-28 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;138827;455385
C  1939;EUROCOSMETIC SRL;;NULL;OCG/2017/558;ORDINE CAMPION. GRATUITA;558;2017-05-12 00:00:00.000;2017;OCG;558;;2017-05-12 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;140829;456929
C  1389;EURODET S.R.L.;A     6;;OCG/2017/83;ORDINE CAMPION. GRATUITA;E-MAIL J.M.;2017-01-26 00:00:00.000;2017;OCG;83;;2017-01-27 00:00:00.000;EXW TRICERRO;ALLA CONSEGNA;NULL;NULL;;122233;444858
C  1071;EUROP-LABO;A    16;ZSCHIMMER & SCHWARZ - FRANCE;OCG/2017/819;ORDINE CAMPION. GRATUITA;E-MAIL;2017-07-05 00:00:00.000;2017;OCG;819;;2017-07-05 00:00:00.000;DAP LA WANTZENAU;RIM.DIR.30 GG DF FM;NULL;NULL;;149945;463235
C  2123;EYREIN-INDUSTRIE;A    16;ZSCHIMMER & SCHWARZ - FRANCE;OCG/2016/367;ORDINE CAMPION. GRATUITA;E-MAIL;2016-03-17 00:00:00.000;2016;OCG;367;;2016-03-21 00:00:00.000;DAP EYREIN;RIM.DIR.30 GG DF FM;NULL;NULL;;77685;413132
C  2123;EYREIN-INDUSTRIE;A    16;ZSCHIMMER & SCHWARZ - FRANCE;OCG/2016/547;ORDINE CAMPION. GRATUITA;e-mail;2016-05-04 00:00:00.000;2016;OCG;547;;2016-05-06 00:00:00.000;DAP EYREIN;RIM.DIR.30 GG DF FM;NULL;NULL;;84562;418170
C   321;FAIPA COSMETICS SRL;A    30;COSMETIC & SOLUTIONS di SERAFINI SABRINA;OCG/2017/938;ORDINE CAMPION. GRATUITA;E-MAIL;2017-08-03 00:00:00.000;2017;OCG;938;;2017-08-03 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;;154697;466866
C   290;FAIRNESS S.R.L.;;NULL;OCG/2016/1388;ORDINE CAMPION. GRATUITA;TELEFONICO GPC;2016-12-27 00:00:00.000;2016;OCG;1388;;2016-12-27 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;119001;442328
C   290;FAIRNESS S.R.L.;;NULL;OCG/2016/320;ORDINE CAMPION. GRATUITA;320;2016-03-09 00:00:00.000;2016;OCG;320;;2016-03-09 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;75832;411752
C   290;FAIRNESS S.R.L.;;NULL;OCG/2016/35;ORDINE CAMPION. GRATUITA;35;2016-01-11 00:00:00.000;2016;OCG;35;;2016-01-11 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;66959;404980
C   290;FAIRNESS S.R.L.;;NULL;OCG/2016/398;ORDINE CAMPION. GRATUITA;398;2016-03-30 00:00:00.000;2016;OCG;398;;2016-03-30 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;78643;414012
C   102;FANGUCCI SRL;A    30;COSMETIC & SOLUTIONS di SERAFINI SABRINA;OCG/2017/956;ORDINE CAMPION. GRATUITA;TELEFONARE;2017-08-25 00:00:00.000;2017;OCG;956;;2017-08-25 00:00:00.000;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;;155687;467744
C  2311;FARMACEUTICI DOTTOR CICCARELLI SPA;;NULL;OCG/2016/1294;ORDINE CAMPION. GRATUITA;1294;2016-11-28 00:00:00.000;2016;OCG;1294;;2016-11-28 00:00:00.000;FRANCO DESTINO;RIM.DIR.60 GG DF FM;NULL;NULL;;115261;439620
C  2311;FARMACEUTICI DOTTOR CICCARELLI SPA;;NULL;OCG/2016/840;ORDINE CAMPION. GRATUITA;840;2016-07-21 00:00:00.000;2016;OCG;840;;2016-07-21 00:00:00.000;FRANCO DESTINO;RIM.DIR.60 GG DF FM;NULL;NULL;;97067;426889
C  2311;FARMACEUTICI DOTTOR CICCARELLI SPA;;NULL;OCG/2017/157;ORDINE CAMPION. GRATUITA;157;2017-02-10 00:00:00.000;2017;OCG;157;;2017-02-10 00:00:00.000;FRANCO DESTINO;RIM.DIR.60 GG DF FM;NULL;NULL;;124529;446363
C  2311;FARMACEUTICI DOTTOR CICCARELLI SPA;;NULL;OCG/2017/26;ORDINE CAMPION. GRATUITA;26;2017-01-12 00:00:00.000;2017;OCG;26;;2017-01-12 00:00:00.000;FRANCO DESTINO;RIM.DIR.60 GG DF FM;NULL;NULL;;119934;443012
C  2311;FARMACEUTICI DOTTOR CICCARELLI SPA;;NULL;OCG/2017/364;ORDINE CAMPION. GRATUITA;364;2017-03-31 00:00:00.000;2017;OCG;364;;2017-03-31 00:00:00.000;FRANCO DESTINO;RIM.DIR.60 GG DF FM;NULL;NULL;;134123;452483
C  2311;FARMACEUTICI DOTTOR CICCARELLI SPA;;NULL;OCG/2017/71;ORDINE CAMPION. GRATUITA;71;2017-01-24 00:00:00.000;2017;OCG;71;;2017-01-24 00:00:00.000;FRANCO DESTINO;RIM.DIR.60 GG DF FM;NULL;NULL;;121859;444439
C  2311;FARMACEUTICI DOTTOR CICCARELLI SPA;;NULL;OCG/2017/788;ORDINE CAMPION. GRATUITA;788;2017-06-27 00:00:00.000;2017;OCG;788;;2017-06-27 00:00:00.000;FRANCO DESTINO;RIM.DIR.60 GG DF FM;NULL;NULL;;149063;462441
C  2919;FARMACIA LAPI;;NULL;OCG/2017/180;ORDINE CAMPION. GRATUITA;180;2017-02-15 00:00:00.000;2017;OCG;180;;2017-02-15 00:00:00.000;NULL;NULL;NULL;NULL;;125138;446974
C  1947;FARMAGAN  S.P.A.;;NULL;OCG/2016/240;ORDINE CAMPION. GRATUITA;240;2016-02-23 00:00:00.000;2016;OCG;240;;2016-02-23 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;;73351;410029
C  1438;FARMEN INT. COSMETICS DISTRIBUTION SPA;;NULL;OCG/2016/138;ORDINE CAMPION. GRATUITA;138;2016-02-04 00:00:00.000;2016;OCG;138;;2016-02-04 00:00:00.000;FRANCO DESTINO;RIC.BANC.120 GG DF FM AL 10;NULL;NULL;;70177;407816
