CODCLIFOR;RAGIONESOCIALE;CODAGENTE1;AGENTE;DOCUMENTO;TIPODOCUMENTO;NUMRIFDOC;DATARIFDOC;ESERCIZIO;TIPODOC;NUMERODOC;BIS;DATADOC;INCOTERM;DESCRIZIONEPAGAMENTO;DATASCADENZA;IMPORTOSCEURO;DESTINAZIONE;IDOBJECT;EXPORTCRM
C   363;DR. FUKUJ ITALIA -  Dr. Luca Gaudioso SRL;A    62;SILVIA MORARA;FTI/2016/1943;Fatt. clienti italia;1943;2016-05-06 00:00:00.000;2016;FTI;1943;;2016-05-06 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2016-07-31 00:00:00.000;219.6000;;86411;418737
C   363;DR. FUKUJ ITALIA -  Dr. Luca Gaudioso SRL;A    62;SILVIA MORARA;FTI/2016/242;Fatt. clienti italia;242;2016-01-22 00:00:00.000;2016;FTI;242;;2016-01-22 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2016-03-31 00:00:00.000;1281.0000;;69408;407054
C   363;DR. FUKUJ ITALIA -  Dr. Luca Gaudioso SRL;A    62;SILVIA MORARA;FTI/2016/2482;Fatt. clienti italia;2482;2016-06-10 00:00:00.000;2016;FTI;2482;;2016-06-10 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2016-09-10 00:00:00.000;2715.4200;;91621;422304
C   363;DR. FUKUJ ITALIA -  Dr. Luca Gaudioso SRL;A    62;SILVIA MORARA;FTI/2016/2752;Fatt. clienti italia;2752;2016-06-24 00:00:00.000;2016;FTI;2752;;2016-06-24 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2016-09-10 00:00:00.000;584.0800;;95264;424104
C   363;DR. FUKUJ ITALIA -  Dr. Luca Gaudioso SRL;A    62;SILVIA MORARA;FTI/2016/2963;Fatt. clienti italia;2963;2016-07-08 00:00:00.000;2016;FTI;2963;;2016-07-08 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2016-09-30 00:00:00.000;1281.0000;;96226;425740
C   363;DR. FUKUJ ITALIA -  Dr. Luca Gaudioso SRL;A    62;SILVIA MORARA;FTI/2016/3438;Fatt. clienti italia;3438;2016-08-05 00:00:00.000;2016;FTI;3438;;2016-08-05 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2016-10-31 00:00:00.000;439.2000;;102832;429275
C   363;DR. FUKUJ ITALIA -  Dr. Luca Gaudioso SRL;A    62;SILVIA MORARA;FTI/2016/352;Fatt. clienti italia;352;2016-01-29 00:00:00.000;2016;FTI;352;;2016-01-29 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2016-03-31 00:00:00.000;573.4000;;70209;407582
C   363;DR. FUKUJ ITALIA -  Dr. Luca Gaudioso SRL;A    62;SILVIA MORARA;FTI/2016/3661;Fatt. clienti italia;3661;2016-09-09 00:00:00.000;2016;FTI;3661;;2016-09-09 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2016-11-30 00:00:00.000;3428.8700;;105265;431027
C   363;DR. FUKUJ ITALIA -  Dr. Luca Gaudioso SRL;A    62;SILVIA MORARA;FTI/2016/3824;Fatt. clienti italia;3824;2016-09-16 00:00:00.000;2016;FTI;3824;;2016-09-16 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2016-11-30 00:00:00.000;1186.4500;;105382;431818
C   363;DR. FUKUJ ITALIA -  Dr. Luca Gaudioso SRL;A    62;SILVIA MORARA;FTI/2016/4528;Fatt. clienti italia;4528;2016-10-31 00:00:00.000;2016;FTI;4528;;2016-10-31 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2017-01-10 00:00:00.000;439.2000;;111404;436568
C   363;DR. FUKUJ ITALIA -  Dr. Luca Gaudioso SRL;A    62;SILVIA MORARA;FTI/2016/4752;Fatt. clienti italia;4752;2016-11-11 00:00:00.000;2016;FTI;4752;;2016-11-11 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2017-01-31 00:00:00.000;2832.6000;;114561;438396
C   363;DR. FUKUJ ITALIA -  Dr. Luca Gaudioso SRL;A    62;SILVIA MORARA;FTI/2016/5176;Fatt. clienti italia;5176;2016-12-09 00:00:00.000;2016;FTI;5176;;2016-12-09 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2017-02-28 00:00:00.000;924.1500;;118257;441353
C   363;DR. FUKUJ ITALIA -  Dr. Luca Gaudioso SRL;A    62;SILVIA MORARA;FTI/2016/724;Fatt. clienti italia;724;2016-02-19 00:00:00.000;2016;FTI;724;;2016-02-19 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2016-04-30 00:00:00.000;651.4200;;74174;410323
C   363;DR. FUKUJ ITALIA -  Dr. Luca Gaudioso SRL;A    62;SILVIA MORARA;FTI/2017/1294;Fatt. clienti italia;1294;2017-03-24 00:00:00.000;2017;FTI;1294;;2017-03-24 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2017-05-31 00:00:00.000;2809.6600;;133925;452310
C   363;DR. FUKUJ ITALIA -  Dr. Luca Gaudioso SRL;A    62;SILVIA MORARA;FTI/2017/1785;Fatt. clienti italia;1785;2017-04-21 00:00:00.000;2017;FTI;1785;;2017-04-21 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2017-06-30 00:00:00.000;1425.8800;;138986;455227
C   363;DR. FUKUJ ITALIA -  Dr. Luca Gaudioso SRL;A    62;SILVIA MORARA;FTI/2017/2592;Fatt. clienti italia;2592;2017-06-09 00:00:00.000;2017;FTI;2592;;2017-06-09 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2017-09-10 00:00:00.000;1235.2500;;147415;460688
C   363;DR. FUKUJ ITALIA -  Dr. Luca Gaudioso SRL;A    62;SILVIA MORARA;FTI/2017/2876;Fatt. clienti italia;2876;2017-06-23 00:00:00.000;2017;FTI;2876;;2017-06-23 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2017-09-10 00:00:00.000;2809.6600;;149685;462639
C   363;DR. FUKUJ ITALIA -  Dr. Luca Gaudioso SRL;A    62;SILVIA MORARA;FTI/2017/3104;Fatt. clienti italia;3104;2017-07-07 00:00:00.000;2017;FTI;3104;;2017-07-07 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2017-09-30 00:00:00.000;1793.4000;;151918;464231
C   363;DR. FUKUJ ITALIA -  Dr. Luca Gaudioso SRL;A    62;SILVIA MORARA;FTI/2017/3877;Fatt. clienti italia;3877;2017-09-08 00:00:00.000;2017;FTI;3877;;2017-09-08 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2017-11-30 00:00:00.000;941.8400;;159102;469704
C   363;DR. FUKUJ ITALIA -  Dr. Luca Gaudioso SRL;A    62;SILVIA MORARA;FTI/2017/448;Fatt. clienti italia;448;2017-02-03 00:00:00.000;2017;FTI;448;;2017-02-03 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2017-04-30 00:00:00.000;268.4000;;125313;446695
C   363;DR. FUKUJ ITALIA -  Dr. Luca Gaudioso SRL;A    62;SILVIA MORARA;FTI/2017/942;Fatt. clienti italia;942;2017-03-03 00:00:00.000;2017;FTI;942;;2017-03-03 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2017-05-31 00:00:00.000;658.8000;;129918;450108
C  1231;DR. TAFFI SRL;A     2;GIGLIOCHEM S.a.S.;FTI/2016/3150;Fatt. clienti italia;3150;2016-07-15 00:00:00.000;2016;FTI;3150;;2016-07-15 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2016-09-30 00:00:00.000;615.3700;DR. TAFFI S.R.L. C/O MAGAZZINO CENTRALE VIA SANDRO PERTINI BIBBONA LI;97994;426668
C  1231;DR. TAFFI SRL;A     2;GIGLIOCHEM S.a.S.;FTI/2016/5222;Fatt. clienti italia;5222;2016-12-09 00:00:00.000;2016;FTI;5222;;2016-12-09 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2017-02-28 00:00:00.000;152.5000;;118310;441399
C  1231;DR. TAFFI SRL;A     2;GIGLIOCHEM S.a.S.;FTI/2017/1428;Fatt. clienti italia;1428;2017-03-31 00:00:00.000;2017;FTI;1428;;2017-03-31 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2017-05-31 00:00:00.000;2080.1000;DR. TAFFI S.R.L. C/O MAGAZZINO CENTRALE VIA SANDRO PERTINI BIBBONA LI;135439;453014
C  1231;DR. TAFFI SRL;A     2;GIGLIOCHEM S.a.S.;FTI/2017/1562;Fatt. clienti italia;1562;2017-04-07 00:00:00.000;2017;FTI;1562;;2017-04-07 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2017-06-30 00:00:00.000;838.7500;DR. TAFFI S.R.L. C/O MAGAZZINO CENTRALE VIA SANDRO PERTINI BIBBONA LI;136908;453826
C  1231;DR. TAFFI SRL;A     2;GIGLIOCHEM S.a.S.;FTI/2017/1817;Fatt. clienti italia;1817;2017-04-21 00:00:00.000;2017;FTI;1817;;2017-04-21 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2017-06-30 00:00:00.000;1232.2000;DR. TAFFI S.R.L. C/O MAGAZZINO CENTRALE VIA SANDRO PERTINI BIBBONA LI;139018;455259
C  1231;DR. TAFFI SRL;A     2;GIGLIOCHEM S.a.S.;FTI/2017/2026;Fatt. clienti italia;2026;2017-05-05 00:00:00.000;2017;FTI;2026;;2017-05-05 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2017-07-31 00:00:00.000;1159.0000;DR. TAFFI S.R.L. C/O MAGAZZINO CENTRALE VIA SANDRO PERTINI BIBBONA LI;141379;456725
C  1231;DR. TAFFI SRL;A     2;GIGLIOCHEM S.a.S.;FTI/2017/2159;Fatt. clienti italia;2159;2017-05-12 00:00:00.000;2017;FTI;2159;;2017-05-12 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2017-07-31 00:00:00.000;1232.2000;DR. TAFFI S.R.L. C/O MAGAZZINO CENTRALE VIA SANDRO PERTINI BIBBONA LI;142853;457754
C  1231;DR. TAFFI SRL;A     2;GIGLIOCHEM S.a.S.;FTI/2017/700;Fatt. clienti italia;700;2017-02-17 00:00:00.000;2017;FTI;700;;2017-02-17 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2017-04-30 00:00:00.000;1303.8800;DR. TAFFI S.R.L. C/O MAGAZZINO CENTRALE VIA SANDRO PERTINI BIBBONA LI;128444;448781
C  2740;DR. VRANJES FIRENZE SRL UNIPERSONALE;A     2;GIGLIOCHEM S.a.S.;FTI/2016/1043;Fatt. clienti italia;1043;2016-03-04 00:00:00.000;2016;FTI;1043;;2016-03-04 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2016-05-31 00:00:00.000;1207.8000;;76521;412004
C  2740;DR. VRANJES FIRENZE SRL UNIPERSONALE;A     2;GIGLIOCHEM S.a.S.;FTI/2016/3788;Fatt. clienti italia;3788;2016-09-09 00:00:00.000;2016;FTI;3788;;2016-09-09 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2016-11-30 00:00:00.000;1037.0000;;105349;431164
C  2740;DR. VRANJES FIRENZE SRL UNIPERSONALE;A     2;GIGLIOCHEM S.a.S.;FTI/2016/4616;Fatt. clienti italia;4616;2016-10-31 00:00:00.000;2016;FTI;4616;;2016-10-31 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2017-01-10 00:00:00.000;231.8000;;111597;436664
C  2740;DR. VRANJES FIRENZE SRL UNIPERSONALE;A     2;GIGLIOCHEM S.a.S.;FTI/2016/5378;Fatt. clienti italia;5378;2016-12-16 00:00:00.000;2016;FTI;5378;;2016-12-16 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2017-02-28 00:00:00.000;170.8000;;118934;442166
C  2740;DR. VRANJES FIRENZE SRL UNIPERSONALE;A     2;GIGLIOCHEM S.a.S.;FTI/2017/1131;Fatt. clienti italia;1131;2017-03-10 00:00:00.000;2017;FTI;1131;;2017-03-10 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2017-05-31 00:00:00.000;341.6000;;133402;450864
C  2740;DR. VRANJES FIRENZE SRL UNIPERSONALE;A     2;GIGLIOCHEM S.a.S.;FTI/2017/2701;Fatt. clienti italia;2701;2017-06-09 00:00:00.000;2017;FTI;2701;;2017-06-09 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2017-09-10 00:00:00.000;144.8800;;147533;460806
C  2740;DR. VRANJES FIRENZE SRL UNIPERSONALE;A     2;GIGLIOCHEM S.a.S.;FTI/2017/639;Fatt. clienti italia;639;2017-02-10 00:00:00.000;2017;FTI;639;;2017-02-10 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2017-04-30 00:00:00.000;155.5500;;127432;447858
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2016/1006;Fatt. clienti italia;1006;2016-03-04 00:00:00.000;2016;FTI;1006;;2016-03-04 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2016-06-30 00:00:00.000;6851.5200;;76512;411965
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2016/1234;Fatt. clienti italia;1234;2016-03-18 00:00:00.000;2016;FTI;1234;;2016-03-18 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2016-06-30 00:00:00.000;5563.2000;;78248;413216
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2016/1516;Fatt. clienti italia;1516;2016-04-08 00:00:00.000;2016;FTI;1516;;2016-04-08 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2016-07-31 00:00:00.000;7722.6000;;81037;415702
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2016/1761;Fatt. clienti italia;1761;2016-04-22 00:00:00.000;2016;FTI;1761;;2016-04-22 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2016-07-31 00:00:00.000;5124.0000;;84662;417478
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2016/2137;Fatt. clienti italia;2137;2016-05-13 00:00:00.000;2016;FTI;2137;;2016-05-13 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2016-08-31 00:00:00.000;7879.2500;;88270;419764
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2016/2386;Fatt. clienti italia;2386;2016-05-31 00:00:00.000;2016;FTI;2386;;2016-05-31 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2016-08-31 00:00:00.000;3283.0200;;89968;421231
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2016/2787;Fatt. clienti italia;2787;2016-06-24 00:00:00.000;2016;FTI;2787;;2016-06-24 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2016-09-30 00:00:00.000;6498.7000;;95299;424139
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2016/3711;Fatt. clienti italia;3711;2016-09-09 00:00:00.000;2016;FTI;3711;;2016-09-09 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2016-12-31 00:00:00.000;6178.8100;;105207;431078
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2016/46;Fatt. clienti italia;46;2016-01-08 00:00:00.000;2016;FTI;46;;2016-01-08 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2016-04-30 00:00:00.000;17592.4000;;68457;405807
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2016/4684;Fatt. clienti italia;4684;2016-11-04 00:00:00.000;2016;FTI;4684;;2016-11-04 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2017-02-28 00:00:00.000;4596.2300;;113620;437534
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2016/4792;Fatt. clienti italia;4792;2016-11-11 00:00:00.000;2016;FTI;4792;;2016-11-11 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2017-02-28 00:00:00.000;3838.6100;;114603;438436
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2016/5113;Fatt. clienti italia;5113;2016-11-30 00:00:00.000;2016;FTI;5113;;2016-11-30 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2017-02-28 00:00:00.000;3990.1300;;116768;440469
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2016/5232;Fatt. clienti italia;5232;2016-12-09 00:00:00.000;2016;FTI;5232;;2016-12-09 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2017-03-31 00:00:00.000;6364.0100;;118320;441409
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2016/5347;Fatt. clienti italia;5347;2016-12-16 00:00:00.000;2016;FTI;5347;;2016-12-16 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2017-03-31 00:00:00.000;4941.0000;;118906;442133
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2016/640;Fatt. clienti italia;640;2016-02-12 00:00:00.000;2016;FTI;640;;2016-02-12 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2016-05-31 00:00:00.000;8540.0000;;73141;409523
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2017/1218;Fatt. clienti italia;1218;2017-03-17 00:00:00.000;2017;FTI;1218;;2017-03-17 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2017-06-30 00:00:00.000;6480.0000;;133455;451583
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2017/1828;Fatt. clienti italia;1828;2017-04-21 00:00:00.000;2017;FTI;1828;;2017-04-21 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2017-07-31 00:00:00.000;890.0000;;139029;455270
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2017/1925;Fatt. clienti italia;1925;2017-04-28 00:00:00.000;2017;FTI;1925;;2017-04-28 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2017-07-31 00:00:00.000;10961.0000;;140159;455821
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2017/2036;Fatt. clienti italia;2036;2017-05-05 00:00:00.000;2017;FTI;2036;;2017-05-05 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2017-08-31 00:00:00.000;5022.0000;;141388;456735
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2017/2638;Fatt. clienti italia;2638;2017-06-09 00:00:00.000;2017;FTI;2638;;2017-06-09 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2017-09-30 00:00:00.000;9924.0000;;147459;460739
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2017/2907;Fatt. clienti italia;2907;2017-06-23 00:00:00.000;2017;FTI;2907;;2017-06-23 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2017-09-30 00:00:00.000;5544.0000;;149715;462672
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2017/3712;Fatt. clienti italia;3712;2017-08-25 00:00:00.000;2017;FTI;3712;;2017-08-25 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2017-11-30 00:00:00.000;7728.0000;;157141;468184
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2017/474;Fatt. clienti italia;474;2017-02-03 00:00:00.000;2017;FTI;474;;2017-02-03 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2017-05-31 00:00:00.000;5929.2000;;125337;446722
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2017/709;Fatt. clienti italia;709;2017-02-17 00:00:00.000;2017;FTI;709;;2017-02-17 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2017-05-31 00:00:00.000;5929.2000;;128453;448790
C  1410;DULCOP INTERNATIONAL SPA;A    62;SILVIA MORARA;FTI/2017/91;Fatt. clienti italia;91;2017-01-13 00:00:00.000;2017;FTI;91;;2017-01-13 00:00:00.000;FRANCO DESTINO;RIM.DIR.90 GG DF FM;2017-04-30 00:00:00.000;5656.9000;;121187;443699
C    15;E & F SNC DI BAZZANI F. E FABBRI E.;A    62;SILVIA MORARA;FTI/2017/1768;Fatt. clienti italia;1768;2017-04-21 00:00:00.000;2017;FTI;1768;;2017-04-21 00:00:00.000;FRANCO DESTINO;RIC.BANC.30 GG DF FM;2017-05-31 00:00:00.000;1244.4000;;138969;455209
C    15;E & F SNC DI BAZZANI F. E FABBRI E.;A    62;SILVIA MORARA;FTI/2017/768;Fatt. clienti italia;768;2017-02-28 00:00:00.000;2017;FTI;768;;2017-02-28 00:00:00.000;FRANCO DESTINO;RIC.BANC.30 GG DF FM;2017-03-31 00:00:00.000;641.7200;;128755;449284
C   630;E' COSI' SRL - PROGRAMMA IGENA;A    62;SILVIA MORARA;FTI/2016/27;Fatt. clienti italia;27;2016-01-08 00:00:00.000;2016;FTI;27;;2016-01-08 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2016-03-31 00:00:00.000;988.2000;;68440;405788
C  1048;EAU ET FEU;A    16;ZSCHIMMER & SCHWARZ - FRANCE;FTE/2016/1053;Fatt. clienti estero;1053;2016-06-14 00:00:00.000;2016;FTE;1053;;2016-06-14 00:00:00.000;DAP REIMS;RIM.DIR.60 GG DF FM;2016-08-31 00:00:00.000;9231.2000;;90933;422538
C  1048;EAU ET FEU;A    16;ZSCHIMMER & SCHWARZ - FRANCE;FTE/2016/1489;Fatt. clienti estero;1489;2016-08-30 00:00:00.000;2016;FTE;1489;;2016-08-30 00:00:00.000;DAP REIMS;RIM.DIR.60 GG DF FM;2016-10-31 00:00:00.000;11142.0000;;101599;429496
C  1048;EAU ET FEU;A    16;ZSCHIMMER & SCHWARZ - FRANCE;FTE/2016/1976;Fatt. clienti estero;1976;2016-11-14 00:00:00.000;2016;FTE;1976;;2016-11-14 00:00:00.000;DAP REIMS;RIM.DIR.60 GG DF FM;2017-01-31 00:00:00.000;12168.6000;;113047;437835
C  1048;EAU ET FEU;A    16;ZSCHIMMER & SCHWARZ - FRANCE;FTE/2017/183;Fatt. clienti estero;183;2017-02-03 00:00:00.000;2017;FTE;183;;2017-02-03 00:00:00.000;DAP REIMS;RIM.DIR.60 GG DF FM;2017-04-30 00:00:00.000;12301.2000;;123588;445652
C  1048;EAU ET FEU;A    16;ZSCHIMMER & SCHWARZ - FRANCE;FTE/2017/814;Fatt. clienti estero;814;2017-05-15 00:00:00.000;2017;FTE;814;;2017-05-15 00:00:00.000;DAP REIMS;RIM.DIR.60 GG DF FM;2017-07-31 00:00:00.000;12321.6000;;141210;457120
C  2490;EBLA S.A.S. DI CAPONE STEFANO E C.;A     2;GIGLIOCHEM S.a.S.;FTI/2016/1166;Fatt. clienti italia;1166;2016-03-11 00:00:00.000;2016;FTI;1166;;2016-03-11 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2016-05-31 00:00:00.000;6941.8000;;77450;412769
C  2490;EBLA S.A.S. DI CAPONE STEFANO E C.;A     2;GIGLIOCHEM S.a.S.;FTI/2016/1684;Fatt. clienti italia;1684;2016-04-15 00:00:00.000;2016;FTI;1684;;2016-04-15 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2016-06-30 00:00:00.000;1139.1800;;83650;416563
C  2490;EBLA S.A.S. DI CAPONE STEFANO E C.;A     2;GIGLIOCHEM S.a.S.;FTI/2016/2298;Fatt. clienti italia;2298;2016-05-20 00:00:00.000;2016;FTI;2298;;2016-05-20 00:00:00.000;FRANCO DESTINO;RIC.BANC.30/60 GG DF FM;2016-06-30 00:00:00.000;969.9000;;89982;420716
C  2490;EBLA S.A.S. DI CAPONE STEFANO E C.;A     2;GIGLIOCHEM S.a.S.;FTI/2016/2827;Fatt. clienti italia;2827;2016-06-24 00:00:00.000;2016;FTI;2827;;2016-06-24 00:00:00.000;FRANCO DESTINO;RIC.BANC.30/60 GG DF FM;2016-07-31 00:00:00.000;462.5400;;95337;424181
C  2490;EBLA S.A.S. DI CAPONE STEFANO E C.;A     2;GIGLIOCHEM S.a.S.;FTI/2016/2912;Fatt. clienti italia;2912;2016-06-30 00:00:00.000;2016;FTI;2912;;2016-06-30 00:00:00.000;FRANCO DESTINO;RIC.BANC.30/60 GG DF FM;2016-07-31 00:00:00.000;454.4500;;95413;424889
C  2490;EBLA S.A.S. DI CAPONE STEFANO E C.;A     2;GIGLIOCHEM S.a.S.;FTI/2016/3402;Fatt. clienti italia;3402;2016-07-29 00:00:00.000;2016;FTI;3402;;2016-07-29 00:00:00.000;FRANCO DESTINO;RIC.BANC.30/60 GG DF FM;2016-09-10 00:00:00.000;397.2700;;99778;428181
C  2490;EBLA S.A.S. DI CAPONE STEFANO E C.;A     2;GIGLIOCHEM S.a.S.;FTI/2016/412;Fatt. clienti italia;412;2016-01-29 00:00:00.000;2016;FTI;412;;2016-01-29 00:00:00.000;FRANCO DESTINO;RIC.BANC.60 GG DF FM;2016-03-31 00:00:00.000;567.6100;;70266;407645
C  2490;EBLA S.A.S. DI CAPONE STEFANO E C.;A     2;GIGLIOCHEM S.a.S.;FTI/2017/3054;Fatt. clienti italia;3054;2017-06-30 00:00:00.000;2017;FTI;3054;;2017-06-30 00:00:00.000;FRANCO DESTINO;ANTICIPATO;2017-06-30 00:00:00.000;2058.1400;;150858;463348
C  2490;EBLA S.A.S. DI CAPONE STEFANO E C.;A     2;GIGLIOCHEM S.a.S.;FTI/2017/3438;Fatt. clienti italia;3438;2017-07-21 00:00:00.000;2017;FTI;3438;;2017-07-21 00:00:00.000;FRANCO DESTINO;RIC.BANC.30/60 GG DF FM;2017-09-10 00:00:00.000;405.6500;;154150;465797
C  2490;EBLA S.A.S. DI CAPONE STEFANO E C.;A     2;GIGLIOCHEM S.a.S.;FTI/2017/892;Fatt. clienti italia;892;2017-02-28 00:00:00.000;2017;FTI;892;;2017-02-28 00:00:00.000;FRANCO DESTINO;RIC.BANC.30/60 GG DF FM;2017-03-31 00:00:00.000;1761.0700;;128985;449431
C  2363;ECOCOSMESI di Guido Bonanni & C. S.n.c.;A    30;COSMETIC & SOLUTIONS di SERAFINI SABRINA;FTI/2016/1795;Fatt. clienti italia;1795;2016-04-22 00:00:00.000;2016;FTI;1795;;2016-04-22 00:00:00.000;FRANCO DESTINO;RIC.BANC.30 GG DF FM;2016-05-31 00:00:00.000;149.4500;;84756;417518
C  2363;ECOCOSMESI di Guido Bonanni & C. S.n.c.;A    30;COSMETIC & SOLUTIONS di SERAFINI SABRINA;FTI/2016/3070;Fatt. clienti italia;3070;2016-07-08 00:00:00.000;2016;FTI;3070;;2016-07-08 00:00:00.000;FRANCO DESTINO;RIC.BANC.30 GG DF FM;2016-09-10 00:00:00.000;567.3000;;96338;425850
